Nd			Dg			Cq			Cc			H1			Sn
998			4			5			1.0			79			4
3781			12			5			0.24			79			4
3927			4			5			1.0			79			4
999			3			4			1.0			79			3
3091			3			4			1.0			79			3
1002			2			3			1.0			79			2
3343			3			3			0.67			79			2
1005			1			2			1			79			1
1006			1			2			1			79			1
1672			4			5			1.0			79			4
1007			4			5			1.0			79			4
1772			4			5			1.0			79			4
4062			4			5			1.0			79			4
2853			3			4			1.0			79			3
1009			3			4			1.0			79			3
2178			2			3			1.0			79			2
1011			2			3			1.0			79			2
1563			1			2			1			79			1
2813			2			3			1.0			79			2
3538			2			3			1.0			79			2
1013			1			2			1			79			1
1200			6			5			0.47			79			4
2488			2			3			1.0			79			2
2697			3			3			0.33			79			2
2793			2			3			1.0			79			2
1018			2			3			1.0			79			2
1022			1			2			1			79			1
2529			2			3			1.0			79			2
1030			1			2			1			79			1
1033			1			2			1			79			1
3874			3			3			0.67			79			3
1134			4			4			0.5			79			4
1036			6			6			0.8			79			5
1177			15			6			0.2			79			5
1316			6			6			0.8			79			5
3743			11			6			0.35			79			5
2598			2			3			1.0			79			2
2950			2			3			1.0			79			2
3457			2			3			1.0			79			2
4092			2			3			1.0			79			2
4113			2			2			0			79			2
3374			5			4			0.4			79			3
4002			7			4			0.24			79			3
3023			1			2			1			79			1
4033			2			3			1.0			79			2
2180			2			2			0			79			1
1041			1			2			1			79			1
2869			4			3			0.33			79			3
3315			3			4			1.0			79			3
2015			1			2			1			79			1
3250			2			3			1.0			79			2
1050			2			3			1.0			79			2
3977			2			3			1.0			79			2
3980			3			3			0.33			79			3
1082			3			4			1.0			79			3
1055			3			4			1.0			79			3
1297			5			4			0.6			79			3
1057			3			4			1.0			79			3
3865			3			4			1.0			79			3
1606			1			2			1			79			1
1750			4			4			0.5			79			4
2207			3			4			1.0			79			3
2902			10			4			0.2			79			3
2972			5			3			0.4			79			3
2406			11			9			0.53			79			8
1684			3			4			1.0			79			3
1067			3			4			1.0			79			3
3496			4			4			0.5			79			3
4064			3			4			1.0			79			3
1068			3			4			1.0			79			3
3787			3			4			1.0			79			3
1069			1			2			1			79			1
1339			4			4			0.67			79			3
1071			3			4			1.0			79			3
1072			2			2			0			79			2
1707			3			4			1.0			79			3
2310			3			4			1.0			79			3
2730			3			4			1.0			79			3
3634			10			5			0.24			79			5
1074			1			2			1			79			1
2150			6			4			0.27			79			3
1075			3			4			1.0			79			3
2691			3			4			1.0			79			3
2863			3			4			1.0			79			3
1792			4			2			0			79			2
3747			1			2			1			79			1
1618			3			4			1.0			79			3
1077			3			4			1.0			79			3
3424			1			2			1			79			1
1658			4			5			1.0			79			4
2703			1			2			1			79			1
3589			4			5			1.0			79			4
3732			2			3			1.0			79			2
3821			5			5			0.6			79			4
1080			1			2			1			79			1
2516			11			4			0.2			79			4
2714			3			4			1.0			79			3
3758			8			4			0.29			79			3
1365			3			3			0.67			79			2
1088			2			3			1.0			79			2
3751			3			3			0.67			79			2
1089			1			2			1			79			1
1278			8			9			1.0			79			8
1609			14			9			0.38			80			8
1624			4			5			1.0			80			4
2058			4			5			1.0			80			4
3432			4			4			0.5			80			4
1905			2			3			1.0			80			2
2856			3			3			0.33			80			3
3643			5			3			0.2			80			3
4037			2			3			1.0			80			2
4089			1			2			1			80			1
1095			2			3			1.0			80			2
3818			4			3			0.5			80			2
1247			4			5			1.0			80			4
1096			4			5			1.0			80			4
3523			5			5			0.7			80			4
3766			4			5			1.0			80			4
1097			3			4			1.0			80			3
2765			3			4			1.0			80			3
1933			4			4			0.5			80			3
1966			3			4			1.0			80			3
2593			3			4			1.0			80			3
1611			1			2			1			80			1
1103			1			2			1			80			1
2258			3			3			0.33			80			2
1106			1			2			1			80			1
1294			3			4			1.0			80			3
1109			3			4			1.0			80			3
2341			3			4			1.0			80			3
1791			2			2			0			80			1
1115			3			2			0			80			1
3543			1			2			1			80			1
1119			1			2			1			80			1
1121			4			4			0.67			80			3
1127			1			2			1			80			1
3311			7			5			0.38			80			5
4018			3			3			0.67			80			3
4025			5			5			0.7			80			5
1692			1			2			1			80			1
3003			4			3			0.33			80			2
1131			2			3			1.0			80			2
3629			2			3			1.0			80			2
1969			4			5			1.0			80			4
1132			4			5			1.0			80			4
2192			4			5			1.0			80			4
4153			4			5			1.0			80			4
1795			3			3			0.67			80			3
2567			2			3			1.0			80			2
3444			2			3			1.0			80			2
1151			4			3			0.33			80			3
1451			2			3			1.0			80			2
2231			5			3			0.1			80			4
3464			5			4			0.3			80			4
3909			1			2			1			80			1
3056			1			2			1			80			1
1139			2			3			1.0			80			2
1142			3			4			1.0			80			3
2715			3			4			1.0			80			3
1143			1			2			1			80			1
1144			2			3			1.0			80			2
1900			3			4			1.0			80			3
1145			3			4			1.0			80			3
4082			7			4			0.33			80			3
1481			2			3			1.0			80			2
1146			4			3			0.5			80			3
1598			12			4			0.2			80			4
1148			6			7			1.0			80			6
1147			10			7			0.38			80			6
2244			6			7			1.0			80			6
2395			6			7			1.0			80			6
2520			6			7			1.0			80			6
2660			6			7			1.0			80			6
3162			4			3			0.33			80			3
3342			3			3			0.67			80			3
3680			6			7			1.0			80			6
1149			6			3			0.27			80			3
1673			2			3			1.0			80			2
1682			2			3			1.0			80			2
1891			11			4			0.22			80			4
2665			8			4			0.29			80			4
4091			2			3			1.0			80			2
2528			2			3			1.0			80			2
1529			12			4			0.2			80			4
1582			3			4			1.0			80			3
2448			17			7			0.26			80			6
2450			1			2			1			80			1
3663			1			2			1			80			1
3673			1			2			1			80			1
1213			4			3			0.17			80			2
1155			2			3			1.0			80			2
3564			3			3			0.67			80			2
1158			2			3			1.0			80			2
3391			2			2			0			80			1
1159			1			2			1			80			1
1160			2			3			1.0			80			2
1167			2			3			1.0			80			2
1729			4			3			0.17			80			2
2326			1			2			1			80			1
1173			3			3			0.67			80			3
2934			1			2			1			80			1
2906			2			3			1.0			80			2
4013			4			3			0.33			80			2
1172			1			2			1			80			1
1175			2			3			1.0			80			2
2680			2			3			1.0			80			2
1189			13			4			0.13			80			5
1326			3			4			1.0			80			3
2051			5			4			0.5			80			4
2427			4			4			0.67			80			4
3389			8			4			0.36			80			3
3633			1			2			1			80			1
2074			1			2			1			80			1
1178			9			4			0.28			80			3
2439			2			3			1.0			80			2
2587			3			4			1.0			80			3
3019			5			4			0.7			80			3
3192			4			4			0.67			80			3
1179			1			2			1			80			1
1921			5			5			0.6			80			4
2388			1			2			1			80			1
2616			2			3			1.0			80			2
2975			4			4			0.5			80			4
3236			2			3			1.0			80			2
3502			4			5			1.0			80			4
3503			13			6			0.21			80			5
1182			1			2			1			80			1
1407			2			2			0			80			1
2218			2			3			1.0			80			2
2332			1			2			1			80			1
2348			1			2			1			80			1
2687			4			4			0.5			80			4
2384			1			2			1			80			1
2976			2			3			1.0			80			2
1190			2			3			1.0			80			2
3081			1			2			1			80			1
3094			1			2			1			80			1
2479			1			2			1			80			1
1198			1			2			1			80			1
1996			6			5			0.6			80			4
2115			7			5			0.43			80			4
3782			2			3			1.0			80			2
2093			2			3			1.0			80			2
2230			2			3			1.0			80			2
4098			1			2			1			80			1
1396			2			3			1.0			80			2
1597			18			5			0.14			80			5
1208			4			3			0.5			80			4
1393			8			8			0.86			80			7
1209			7			8			1.0			80			7
2278			8			8			0.86			80			7
2342			10			8			0.49			80			7
2453			8			8			0.86			80			7
2953			7			8			1.0			80			7
3518			7			8			1.0			80			7
3987			4			4			0.5			80			3
2892			1			2			1			80			1
3993			1			2			1			80			1
2305			1			2			1			80			1
3870			2			3			1.0			80			2
1215			1			2			1			80			1
1218			3			3			0.33			80			2
2839			1			2			1			80			1
1859			1			2			1			80			1
1220			3			3			0.33			80			2
1221			1			2			1			80			1
1290			2			3			1.0			80			2
1222			2			3			1.0			80			2
2509			1			2			1			80			1
3015			3			2			0			80			3
1230			2			3			1.0			80			2
1228			2			3			1.0			80			2
1229			6			4			0.27			80			3
1897			3			4			1.0			80			3
2752			9			4			0.19			80			3
3058			1			2			1			80			1
1459			1			2			1			80			1
1566			1			2			1			80			1
1567			10			5			0.33			80			5
1827			3			3			0.33			80			2
2909			1			2			1			80			1
3029			1			2			1			80			1
3183			1			2			1			80			1
4009			6			3			0.07			80			3
1714			2			3			1.0			80			2
2060			1			2			1			80			1
2623			1			2			1			80			1
3725			1			2			1			80			1
2347			3			3			0.33			80			2
3705			1			2			1			80			1
2647			2			3			1.0			80			2
1243			2			3			1.0			80			2
1244			1			2			1			80			1
4120			2			3			1.0			80			2
3100			1			2			1			80			1
2573			3			4			1.0			80			3
1253			2			3			1.0			80			2
2630			4			3			0.33			80			2
1866			1			2			1			80			1
1255			2			2			0			80			1
1256			2			3			1.0			80			2
1376			2			3			1.0			80			2
1758			6			5			0.47			80			4
1257			4			5			1.0			80			4
2741			4			5			1.0			80			4
2758			4			5			1.0			80			4
4036			3			2			0			80			2
3102			3			3			0.33			80			2
1260			2			2			0			80			1
3534			1			2			1			80			1
1494			10			4			0.18			80			5
2828			3			4			1.0			80			3
1262			2			2			0			80			1
3714			1			2			1			80			1
1704			3			3			0.67			80			2
3139			5			3			0.4			80			3
2602			3			3			0.33			80			2
1272			2			3			1.0			80			2
1279			3			4			1.0			80			3
2983			2			3			1.0			80			2
1280			2			3			1.0			80			2
1284			2			2			0			80			1
3655			1			2			1			80			1
2213			2			3			1.0			80			2
3555			3			3			0.33			80			2
4117			2			3			1.0			80			2
2149			4			3			0.33			80			3
3625			3			3			0.67			80			3
2485			3			4			1.0			80			3
3943			4			4			0.5			80			3
1298			1			2			1			80			1
2789			1			2			1			80			1
1302			1			2			1			80			1
1305			1			2			1			80			1
3142			2			3			1.0			80			2
3286			2			3			1.0			80			2
1914			2			3			1.0			80			2
1308			2			3			1.0			80			2
1309			1			2			1			80			1
1310			3			3			0.33			80			2
4017			2			3			1.0			80			2
1314			2			3			1.0			80			2
1478			1			2			1			80			1
3248			1			2			1			80			1
3429			2			3			1.0			80			2
3306			7			8			1.0			80			7
3649			7			8			1.0			80			7
2353			1			2			1			80			1
1324			1			2			1			80			1
3974			1			2			1			80			1
2061			4			5			1.0			80			4
2094			1			2			1			80			1
1331			2			2			0			80			2
1337			3			4			1.0			80			3
1332			12			5			0.33			80			5
1421			3			4			1.0			80			3
2034			6			4			0.47			80			3
2475			4			4			0.83			80			4
2981			8			4			0.25			80			4
3720			3			4			1.0			80			3
1333			1			2			1			80			1
2729			3			4			1.0			80			3
1335			3			4			1.0			80			3
1338			1			2			1			80			1
1497			2			3			1.0			80			2
1342			3			3			0.33			80			2
1559			1			2			1			80			1
1881			2			3			1.0			80			2
1345			2			3			1.0			80			2
1346			1			2			1			80			1
4067			2			3			1.0			80			2
4088			2			3			1.0			80			2
2084			3			4			1.0			80			3
1350			3			4			1.0			80			3
3099			3			4			1.0			80			3
1351			1			2			1			80			1
2083			1			2			1			80			1
2245			1			2			1			80			1
1356			1			2			1			80			1
2979			1			2			1			80			1
3950			1			2			1			80			1
1358			1			2			1			80			1
1359			2			3			1.0			80			2
2559			3			3			0.33			80			2
3591			2			3			1.0			80			2
2944			4			3			0.33			80			3
1370			1			2			1			80			1
3020			3			4			1.0			80			3
3907			2			3			1.0			80			2
2801			4			4			0.67			80			3
1374			3			4			1.0			80			3
1687			2			3			1.0			80			2
2151			2			3			1.0			80			2
3185			1			2			1			80			1
3753			5			6			1.0			80			5
1380			2			3			1.0			80			2
2527			2			3			1.0			80			2
1381			1			2			1			80			1
2984			2			3			1.0			80			2
3622			2			3			1.0			80			2
1854			2			2			0			80			2
3752			2			3			1.0			80			2
1386			2			2			0			80			1
2385			1			2			1			80			1
1387			5			4			0.7			80			4
3249			3			4			1.0			80			3
3731			1			2			1			80			1
4096			1			2			1			80			1
4149			2			2			0			80			2
1390			2			3			1.0			80			2
1391			4			4			0.5			80			4
4054			9			5			0.28			80			4
1392			2			3			1.0			80			2
3258			5			3			0.3			80			2
1394			2			3			1.0			80			2
2311			2			3			1.0			80			2
1397			3			4			1.0			80			3
1398			3			4			1.0			80			3
2562			3			4			1.0			80			3
3566			3			4			1.0			80			3
1482			2			2			0			80			2
1572			7			6			0.71			80			5
1894			3			4			1.0			80			3
2138			1			2			1			80			1
2393			3			4			1.0			80			3
3616			2			3			1.0			80			2
3670			5			4			0.6			80			4
3765			14			4			0.21			80			5
1404			1			2			1			80			1
3485			3			3			0.33			80			2
2098			1			2			1			80			1
1648			4			5			1.0			80			4
2737			4			5			1.0			80			4
3583			4			5			1.0			80			4
3981			4			5			1.0			80			4
1790			4			4			0.67			80			3
2476			4			5			1.0			80			4
1414			4			5			1.0			80			4
2502			4			5			1.0			80			4
2657			4			5			1.0			80			4
1416			1			2			1			80			1
2642			2			3			1.0			80			2
1417			2			3			1.0			80			2
4047			5			4			0.4			80			3
1717			1			2			1			80			1
1418			3			2			0			80			2
1427			1			2			1			80			1
1466			3			3			0.67			80			3
1553			2			3			1.0			80			2
2125			2			3			1.0			80			2
3141			5			3			0.3			80			5
1423			1			2			1			80			1
2533			5			3			0.3			80			2
1425			3			3			0.33			80			2
3234			1			2			1			80			1
3412			5			3			0.3			80			2
2066			3			2			0			80			2
1429			1			2			1			80			1
1432			2			2			0			80			1
3983			1			2			1			80			1
1433			4			5			1.0			80			4
2299			4			5			1.0			80			4
2549			5			5			0.6			80			4
1438			1			2			1			80			1
1777			3			3			0.33			80			2
3325			2			3			1.0			80			2
3800			2			3			1.0			80			2
1867			3			3			0.33			80			3
2645			2			3			1.0			80			2
3263			2			3			1.0			80			2
1445			2			3			1.0			80			2
2434			1			2			1			80			1
1448			3			3			0.67			80			3
1740			4			4			0.5			80			3
1449			1			2			1			80			1
1453			2			3			1.0			80			2
3944			8			4			0.25			80			3
2335			5			3			0.2			80			3
1455			2			3			1.0			80			2
2435			2			3			1.0			80			2
1802			3			4			1.0			80			3
1456			3			4			1.0			80			3
1458			2			3			1.0			80			2
1460			1			2			1			80			1
1461			1			2			1			80			1
1462			7			5			0.57			80			4
1623			9			5			0.31			80			4
2233			4			5			1.0			80			4
1463			3			4			1.0			80			3
1464			1			2			1			80			1
2506			3			4			1.0			80			3
2786			1			2			1			80			1
3170			2			3			1.0			80			2
3448			9			5			0.39			80			5
1472			2			3			1.0			80			2
1856			1			2			1			80			1
3199			2			3			1.0			80			2
1476			4			3			0.33			80			3
1956			3			4			1.0			80			3
1477			5			4			0.4			80			3
2362			4			4			0.67			80			3
2723			2			3			1.0			80			2
3955			6			4			0.33			80			3
1732			3			2			0			80			2
1479			1			2			1			80			1
1690			7			3			0.1			80			4
3978			2			2			0			80			2
1898			3			4			1.0			80			3
3153			3			4			1.0			80			3
1487			1			2			1			80			1
1489			7			4			0.43			80			4
1768			8			4			0.43			80			4
1983			3			3			0.33			80			2
2771			7			4			0.52			80			4
3407			6			4			0.6			80			4
1928			3			2			0			80			1
1491			1			2			1			80			1
3631			2			3			1.0			80			2
1495			1			2			1			80			1
1498			2			3			1.0			80			2
2935			4			4			0.67			80			3
1503			2			2			0			80			2
1504			1			2			1			80			1
3159			1			2			1			80			1
1625			2			2			0			80			1
1509			1			2			1			80			1
2268			5			3			0.1			80			3
2571			2			3			1.0			80			2
2631			2			3			1.0			80			2
2807			3			3			0.67			80			2
3332			2			3			1.0			80			2
2990			2			3			1.0			80			2
3351			2			2			0			80			2
1515			2			3			1.0			80			2
1517			1			2			1			80			1
1519			4			4			0.83			80			4
3577			2			3			1.0			80			2
1520			2			3			1.0			80			2
1522			1			2			1			80			1
1523			2			3			1.0			80			2
3216			2			3			1.0			80			2
1541			2			2			0			80			1
1603			1			2			1			80			1
2097			2			3			1.0			80			2
3394			1			2			1			80			1
3659			1			2			1			80			1
4060			1			2			1			80			1
4119			2			3			1.0			80			2
1527			1			2			1			80			1
1573			11			7			0.38			80			6
1809			3			3			0.33			80			3
2643			1			2			1			80			1
3676			2			3			1.0			80			2
1656			6			4			0.4			80			4
1713			2			3			1.0			80			2
2510			2			3			1.0			80			2
3260			2			3			1.0			80			2
3262			2			3			1.0			80			2
3409			2			3			1.0			80			2
1535			4			4			0.67			80			3
2696			2			3			1.0			80			2
1537			5			4			0.5			80			3
4058			2			3			1.0			80			2
4069			3			4			1.0			80			3
1638			2			3			1.0			80			2
1653			1			2			1			80			1
1826			3			4			1.0			80			3
2254			5			4			0.4			80			4
2767			6			3			0.2			80			3
2858			1			2			1			80			1
3411			1			2			1			80			1
3608			2			3			1.0			80			2
1539			2			2			0			80			2
3026			1			2			1			80			1
1545			4			3			0.33			80			3
4143			2			3			1.0			80			2
3860			2			3			1.0			80			2
1549			1			2			1			80			1
1552			3			4			1.0			80			3
2265			6			4			0.4			80			4
3587			3			4			1.0			80			3
1620			1			2			1			80			1
2988			2			3			1.0			80			2
3431			2			3			1.0			80			2
1926			3			4			1.0			80			3
2600			3			4			1.0			80			3
3270			2			2			0			80			1
1565			1			2			1			80			1
2449			6			5			0.47			80			4
2640			4			4			0.5			80			3
4055			4			5			1.0			80			4
1568			2			2			0			80			2
1570			1			2			1			80			1
1909			7			7			0.9			80			6
2515			10			7			0.51			80			6
3532			8			7			0.71			80			6
3685			8			7			0.68			80			6
1574			1			2			1			80			1
1788			3			3			0.67			80			2
1575			2			3			1.0			80			2
2421			3			3			0.33			80			2
1579			1			2			1			80			1
1581			1			2			1			80			1
1583			1			2			1			80			1
1584			1			2			1			80			1
1585			2			3			1.0			80			2
2227			2			3			1.0			80			2
1587			1			2			1			80			1
1588			5			4			0.4			80			3
2699			4			4			0.5			80			3
3999			3			4			1.0			80			3
1591			2			3			1.0			80			2
2334			3			3			0.67			80			2
1994			2			3			1.0			80			2
3114			2			3			1.0			80			2
2289			2			3			1.0			80			2
2769			2			2			0			80			1
2917			2			3			1.0			80			2
2468			4			5			1.0			80			4
2499			7			5			0.57			80			4
3581			4			5			1.0			80			4
2053			3			4			1.0			80			3
3277			3			4			1.0			80			3
3324			3			4			1.0			80			3
1823			3			4			1.0			80			3
2530			6			4			0.47			80			4
3376			2			3			1.0			80			2
2380			7			4			0.38			80			4
3229			3			3			0.33			80			2
1599			1			2			1			80			1
1605			1			2			1			80			1
1733			14			4			0.15			80			3
3919			3			3			0.33			80			3
1610			1			2			1			80			1
1613			2			3			1.0			80			2
2273			2			3			1.0			80			2
3883			1			2			1			80			1
1619			1			2			1			80			1
3618			3			4			1.0			80			3
1632			2			3			1.0			80			2
3283			2			3			1.0			80			2
1634			2			2			0			80			1
3437			1			2			1			80			1
1635			1			2			1			80			1
1912			1			2			1			80			1
1961			2			3			1.0			80			2
2054			1			2			1			80			1
2059			1			2			1			80			1
2042			2			3			1.0			80			2
1639			3			3			0.33			80			2
3481			2			3			1.0			80			2
1640			1			2			1			80			1
1643			1			2			1			80			1
1649			2			3			1.0			80			2
1756			4			3			0.33			80			2
1652			2			3			1.0			80			2
2270			2			3			1.0			80			2
1659			1			2			1			80			1
3451			1			2			1			80			1
2085			3			4			1.0			80			3
3733			6			4			0.33			80			3
3839			1			2			1			80			1
1667			3			3			0.33			80			2
3398			5			4			0.4			80			3
3597			2			3			1.0			80			2
2323			2			3			1.0			80			2
1669			2			3			1.0			80			2
1674			2			3			1.0			80			2
2963			3			4			1.0			80			3
2967			3			4			1.0			80			3
3418			3			4			1.0			80			3
1726			2			2			0			80			2
1676			4			4			0.5			80			3
1727			3			4			1.0			80			3
2968			3			4			1.0			80			3
3576			3			4			1.0			80			3
2091			1			2			1			80			1
2974			1			2			1			80			1
1786			3			4			1.0			80			3
3151			2			3			1.0			80			2
1679			1			2			1			80			1
2122			1			2			1			80			1
2782			2			3			1.0			80			2
3275			2			3			1.0			80			2
1852			4			3			0.17			80			2
3033			3			4			1.0			80			3
3774			1			2			1			80			1
3962			2			3			1.0			80			2
2163			5			4			0.4			80			3
1685			2			3			1.0			80			2
1689			2			3			1.0			80			2
3871			1			2			1			80			1
2817			3			3			0.33			80			2
4126			2			3			1.0			80			2
1858			3			4			1.0			80			3
1695			3			4			1.0			80			3
2284			3			4			1.0			80			3
3202			2			2			0			80			1
3361			6			4			0.33			80			3
3469			3			4			1.0			80			3
1812			2			3			1.0			80			2
1703			3			3			0.67			80			2
3648			3			3			0.67			80			2
3233			2			3			1.0			80			2
1800			4			5			1.0			80			4
3067			4			5			1.0			80			4
1798			4			3			0.33			80			3
2011			1			2			1			80			1
2662			2			3			1.0			80			2
2667			1			2			1			80			1
2850			1			2			1			80			1
1716			1			2			1			80			1
1718			1			2			1			80			1
3211			6			3			0.2			80			3
1720			2			3			1.0			80			2
3802			2			3			1.0			80			2
1722			2			3			1.0			80			2
3967			3			3			0.33			80			2
3375			2			3			1.0			80			2
1724			1			2			1			80			1
3007			2			3			1.0			80			2
4093			1			2			1			80			1
1776			5			3			0.2			80			3
2466			3			4			1.0			80			3
4148			3			4			1.0			80			3
1731			6			7			1.0			80			6
2271			3			4			1.0			80			3
2661			3			4			1.0			80			3
2663			2			3			1.0			80			2
2720			4			4			0.67			80			3
3213			2			3			1.0			80			2
3269			3			4			1.0			80			3
3402			5			4			0.6			80			3
3665			8			4			0.25			80			3
3824			3			4			1.0			80			3
3826			4			4			0.83			80			3
4056			3			4			1.0			80			3
2301			1			2			1			80			1
1741			3			4			1.0			80			3
1743			1			2			1			80			1
3083			2			3			1.0			80			2
2381			3			4			1.0			80			3
1748			3			4			1.0			80			3
3785			3			4			1.0			80			3
2181			2			3			1.0			80			2
2535			4			3			0.33			80			3
1847			1			2			1			80			1
2922			2			2			0			80			1
2912			1			2			1			80			1
3281			1			2			1			80			1
3471			2			3			1.0			80			2
1765			6			4			0.4			80			4
2432			3			3			0.67			80			3
2652			2			3			1.0			80			2
4079			4			3			0.33			80			3
1766			4			3			0.33			80			3
1773			2			3			1.0			80			2
4077			1			2			1			80			1
1771			4			5			1.0			80			4
1775			3			2			0			80			1
3365			1			2			1			80			1
3812			1			2			1			80			1
2111			2			3			1.0			80			2
3713			2			3			1.0			80			2
3439			3			2			0			80			2
3519			3			4			1.0			80			3
3650			3			4			1.0			80			3
2776			3			3			0.67			80			2
1782			2			3			1.0			80			2
1783			2			3			1.0			80			2
3968			1			2			1			80			1
1853			3			4			1.0			80			3
3552			1			2			1			80			1
3526			3			4			1.0			80			3
4020			3			4			1.0			80			3
3084			1			2			1			80			1
2815			1			2			1			80			1
3381			2			2			0			80			1
2848			2			3			1.0			80			2
3475			2			3			1.0			80			2
1794			1			2			1			80			1
1796			1			2			1			80			1
3168			4			3			0.33			80			3
3295			2			3			1.0			80			2
1806			1			2			1			80			1
1863			3			3			0.67			80			3
1810			5			6			1.0			80			5
1811			2			3			1.0			80			2
1813			2			2			0			80			2
3366			2			3			1.0			80			2
2905			1			2			1			80			1
1818			1			2			1			80			1
2469			4			4			0.83			80			3
2756			4			4			0.83			80			3
3053			1			2			1			80			1
3140			3			4			1.0			80			3
1820			1			2			1			80			1
1821			1			2			1			80			1
4063			2			3			1.0			80			2
1834			2			3			1.0			80			2
2633			2			3			1.0			80			2
2648			1			2			1			80			1
3563			2			3			1.0			80			2
3014			1			2			1			80			1
3553			2			3			1.0			80			2
3850			1			2			1			80			1
1832			2			3			1.0			80			2
2866			4			3			0.33			80			2
1835			3			4			1.0			80			3
3415			3			4			1.0			80			3
1836			1			2			1			80			1
1840			1			2			1			80			1
2727			1			2			1			80			1
3021			5			4			0.4			80			4
3426			4			5			1.0			80			4
3868			4			5			1.0			80			4
3984			1			2			1			80			1
4045			4			5			1.0			80			4
4046			4			5			1.0			80			4
1843			2			3			1.0			80			2
1844			1			2			1			80			1
2275			1			2			1			80			1
1849			1			2			1			80			1
1850			1			2			1			80			1
3352			1			2			1			80			1
1857			1			2			1			80			1
2521			6			3			0.13			80			3
1862			2			3			1.0			80			2
3433			2			3			1.0			80			2
1872			1			2			1			80			1
1873			3			4			1.0			80			3
2711			3			4			1.0			80			3
1877			1			2			1			80			1
3740			1			2			1			80			1
2725			2			3			1.0			80			2
1888			2			3			1.0			80			2
2029			2			3			1.0			80			2
1890			2			3			1.0			80			2
2128			4			3			0.17			80			2
3611			3			4			1.0			80			3
3615			3			4			1.0			80			3
3827			3			4			1.0			80			3
1896			1			2			1			80			1
3996			3			3			0.33			80			2
2316			1			2			1			80			1
2851			3			3			0.33			80			2
3395			2			3			1.0			80			2
2394			9			9			0.97			80			8
1908			9			9			0.97			80			8
2655			9			9			0.97			80			8
3410			9			9			0.97			80			8
3642			10			9			0.78			80			8
3692			8			9			1.0			80			8
3755			9			9			0.97			80			8
3825			9			9			0.97			80			8
4053			9			9			0.97			80			8
1913			3			4			1.0			80			3
3347			1			2			1			80			1
3741			5			4			0.5			80			3
3976			4			3			0.17			80			3
1911			3			4			1.0			80			3
1920			3			3			0.33			80			2
2293			1			2			1			80			1
1925			2			3			1.0			80			2
3541			2			3			1.0			80			2
4000			1			2			1			80			1
1930			2			3			1.0			80			2
2810			5			5			0.7			80			4
3252			4			5			1.0			80			4
2931			2			2			0			80			2
1935			3			4			1.0			80			3
3902			2			3			1.0			80			2
3949			2			3			1.0			80			2
1944			2			2			0			80			2
2464			1			2			1			80			1
3110			1			2			1			80			1
1948			1			2			1			80			1
2081			1			2			1			80			1
2578			1			2			1			80			1
1955			4			5			1.0			80			4
3047			4			5			1.0			80			4
3539			7			5			0.43			80			4
1965			1			2			1			80			1
2226			1			2			1			80			1
2307			1			2			1			80			1
1971			1			2			1			80			1
1976			3			4			1.0			80			3
1991			1			2			1			80			1
2779			3			3			0.33			80			2
2073			2			3			1.0			80			2
1990			2			3			1.0			80			2
3462			2			3			1.0			80			2
1992			1			2			1			80			1
2833			3			4			1.0			80			3
1997			3			4			1.0			80			3
2104			5			4			0.4			80			4
2804			1			2			1			80			1
3855			1			2			1			80			1
2007			3			4			1.0			80			3
3460			3			4			1.0			80			3
2009			1			2			1			80			1
2785			3			4			1.0			80			3
2462			1			2			1			80			1
2465			1			2			1			80			1
3077			1			2			1			80			1
3830			1			2			1			80			1
3901			1			2			1			80			1
3621			3			4			1.0			80			3
3669			4			5			1.0			80			4
3244			1			2			1			80			1
2022			1			2			1			80			1
2666			1			2			1			80			1
2802			1			2			1			80			1
2472			3			4			1.0			80			3
2030			3			4			1.0			80			3
4134			5			4			0.4			80			3
4142			3			4			1.0			80			3
2031			1			2			1			80			1
3723			4			3			0.33			80			2
2043			3			4			1.0			80			3
2045			1			2			1			80			1
3857			3			3			0.33			80			3
2349			2			3			1.0			80			2
2819			2			3			1.0			80			2
4127			2			3			1.0			80			2
2704			2			2			0			80			2
4107			2			3			1.0			80			2
2071			1			2			1			80			1
2426			1			2			1			80			1
3368			2			3			1.0			80			2
2390			1			2			1			80			1
3373			1			2			1			80			1
3689			2			3			1.0			80			2
2079			2			3			1.0			80			2
2425			2			3			1.0			80			2
2086			2			3			1.0			80			2
2088			1			2			1			80			1
2749			2			3			1.0			80			2
2161			5			4			0.3			80			3
3458			3			3			0.67			80			3
3829			4			5			1.0			80			4
2101			1			2			1			80			1
3586			2			3			1.0			80			2
4101			2			3			1.0			80			2
2116			1			2			1			80			1
2581			3			4			1.0			80			3
2117			3			4			1.0			80			3
4135			3			4			1.0			80			3
3385			4			4			0.5			80			3
2118			3			4			1.0			80			3
3472			3			4			1.0			80			3
2119			3			4			1.0			80			3
2882			3			4			1.0			80			3
3060			3			4			1.0			80			3
3179			3			4			1.0			80			3
2327			1			2			1			80			1
3736			1			2			1			80			1
3784			6			4			0.4			80			4
4032			1			2			1			80			1
3045			3			3			0.67			80			3
2132			1			2			1			80			1
3195			1			2			1			80			1
2397			2			3			1.0			80			2
2656			2			3			1.0			80			2
3533			2			3			1.0			80			2
3641			2			3			1.0			80			2
3658			5			4			0.6			80			4
3760			3			3			0.67			80			2
4048			5			4			0.6			80			4
3425			2			3			1.0			80			2
2859			5			4			0.4			80			3
