Nd			Dg			Cq			Cc			H1			Sn
166684			1			2			1			1071			1
166931			1			2			1			1071			1
167588			1			2			1			1071			1
167780			1			2			1			1071			1
168091			2			3			1.0			1071			2
168294			1			2			1			1071			1
168888			1			2			1			1071			1
170659			1			2			1			1071			1
171269			1			2			1			1071			1
172350			2			3			1.0			1071			2
172511			1			2			1			1071			1
173469			1			2			1			1071			1
174052			1			2			1			1071			1
175830			1			2			1			1071			1
176395			2			3			1.0			1071			2
176572			1			2			1			1071			1
176749			1			2			1			1071			1
177414			2			3			1.0			1071			2
177948			1			2			1			1071			1
178124			1			2			1			1071			1
178467			1			2			1			1071			1
179273			1			2			1			1071			1
180880			2			3			1.0			1071			2
181328			1			2			1			1071			1
181439			1			2			1			1071			1
181677			1			2			1			1071			1
183256			1			2			1			1071			1
183811			1			2			1			1071			1
183959			2			3			1.0			1071			2
184338			2			3			1.0			1071			2
184499			2			3			1.0			1071			2
186214			1			2			1			1071			1
186439			1			2			1			1071			1
186705			1			2			1			1071			1
187186			2			3			1.0			1071			2
187189			2			3			1.0			1071			2
187422			1			2			1			1071			1
187546			1			2			1			1071			1
187762			1			2			1			1071			1
188270			1			2			1			1071			1
188466			1			2			1			1071			1
189730			1			2			1			1071			1
189848			1			2			1			1071			1
190775			1			2			1			1071			1
191279			1			2			1			1071			1
191678			1			2			1			1071			1
191858			1			2			1			1071			1
192214			1			2			1			1071			1
2433			10			4			0.2			1071			5
2434			5			3			0.3			1071			4
40363			26			4			0.13			1071			6
40365			13			4			0.15			1071			4
40366			12			3			0.12			1071			4
48153			15			4			0.2			1071			5
69797			3			3			0.67			1071			3
89707			6			3			0.07			1071			3
13082			65			3			0.01			1071			6
145373			6			3			0.33			1071			4
97175			3			2			0			1071			2
12161			6			4			0.33			1071			5
89121			7			4			0.38			1071			7
89360			3			2			0			1071			3
2440			2			2			0			1071			2
17356			1			2			1			1071			1
17390			1			2			1			1071			1
46637			2			2			0			1071			1
51681			2			2			0			1071			2
67393			4			4			0.67			1071			3
69379			6			4			0.53			1071			3
74225			4			3			0.17			1071			2
74226			3			3			0.33			1071			2
127840			1			2			1			1071			1
127843			1			2			1			1071			1
127847			2			2			0			1071			2
127849			1			2			1			1071			1
127852			3			2			0			1071			1
127856			1			2			1			1071			1
127905			1			2			1			1071			1
139093			3			3			0.67			1071			3
164974			3			3			0.33			1071			3
167546			1			2			1			1071			1
166280			3			2			0			1071			2
2441			20			5			0.15			1071			11
2442			8			4			0.29			1071			6
11088			7			4			0.24			1071			6
23231			12			4			0.05			1071			8
57773			3			2			0			1071			3
66292			15			3			0.04			1071			5
83036			12			3			0.05			1071			4
142821			5			3			0.2			1071			4
40285			3			2			0			1071			3
3554			22			4			0.04			1071			6
10489			15			6			0.28			1071			10
11541			17			4			0.1			1071			7
13114			8			3			0.07			1071			8
13537			22			5			0.31			1071			19
15411			40			6			0.12			1071			17
17897			10			4			0.27			1071			9
17898			16			4			0.2			1071			13
17915			21			5			0.13			1071			16
17924			13			5			0.15			1071			9
17927			22			6			0.28			1071			16
17928			7			3			0.05			1071			6
17932			45			6			0.08			1071			18
17945			36			7			0.17			1071			20
17950			37			6			0.16			1071			20
19739			14			5			0.52			1071			12
20857			12			3			0.02			1071			3
26494			8			3			0.04			1071			4
26502			18			4			0.08			1071			8
30673			24			5			0.11			1071			11
33033			34			5			0.07			1071			17
38620			39			5			0.1			1071			20
40070			11			4			0.33			1071			11
40304			37			5			0.09			1071			20
46180			7			4			0.33			1071			7
47359			7			3			0.24			1071			5
48952			19			4			0.08			1071			8
51371			18			5			0.14			1071			16
54105			10			4			0.24			1071			5
61853			11			4			0.15			1071			5
62344			12			4			0.27			1071			11
63569			10			3			0.04			1071			5
66425			42			7			0.08			1071			10
69953			14			5			0.26			1071			14
73807			18			4			0.17			1071			10
80043			3			2			0			1071			3
80408			5			3			0.2			1071			5
86286			19			4			0.06			1071			15
92361			3			3			0.33			1071			3
96315			17			5			0.09			1071			8
109532			13			3			0.01			1071			10
116169			2			2			0			1071			2
117056			6			4			0.33			1071			6
124732			3			2			0			1071			2
143480			4			3			0.17			1071			3
93952			3			2			0			1071			2
116547			11			3			0.11			1071			4
118817			3			2			0			1071			2
191582			1			2			1			1071			1
3854			26			4			0.07			1071			6
5722			11			4			0.29			1071			6
6357			17			5			0.26			1071			6
6520			50			5			0.09			1071			8
10268			17			5			0.24			1071			6
11497			16			4			0.17			1071			6
14901			9			4			0.22			1071			5
15583			12			4			0.14			1071			4
17549			5			4			0.6			1071			5
19837			14			4			0.16			1071			6
21422			8			5			0.29			1071			5
21627			6			5			0.53			1071			5
24912			10			4			0.27			1071			6
27405			11			4			0.35			1071			6
28116			8			4			0.25			1071			5
33532			3			3			0.33			1071			3
35744			26			4			0.13			1071			6
40238			8			4			0.18			1071			6
42036			4			3			0.33			1071			4
47674			8			4			0.36			1071			6
49644			7			4			0.38			1071			5
50620			9			4			0.31			1071			5
52127			13			4			0.08			1071			5
56189			10			3			0.07			1071			6
69897			5			4			0.5			1071			5
71115			5			3			0.1			1071			3
80217			6			3			0.2			1071			4
81268			4			5			1.0			1071			4
86458			2			3			1.0			1071			2
109038			12			4			0.17			1071			6
125961			11			4			0.2			1071			6
140915			4			3			0.33			1071			3
169985			2			2			0			1071			2
179113			2			2			0			1071			1
179124			1			2			1			1071			1
144488			6			2			0			1071			3
2447			25			5			0.11			1071			5
2448			5			4			0.5			1071			5
6589			6			4			0.4			1071			5
6590			4			3			0.17			1071			3
13826			6			5			0.67			1071			5
24863			5			3			0.1			1071			4
39670			6			4			0.6			1071			5
55413			26			5			0.11			1071			5
55414			4			3			0.17			1071			4
57073			4			3			0.17			1071			4
72569			8			5			0.39			1071			5
80585			7			3			0.1			1071			4
95831			28			5			0.12			1071			6
96783			30			5			0.11			1071			6
110356			5			4			0.5			1071			5
110357			5			4			0.5			1071			5
111532			4			3			0.17			1071			4
115114			6			5			0.67			1071			5
118529			4			3			0.17			1071			4
121029			4			3			0.17			1071			4
134716			4			3			0.17			1071			4
138046			4			3			0.17			1071			4
140965			3			3			0.33			1071			3
160671			4			3			0.17			1071			4
160915			4			3			0.17			1071			4
168099			2			3			1.0			1071			2
13825			25			4			0.06			1071			6
39669			22			4			0.05			1071			5
55845			13			3			0.06			1071			5
2450			17			3			0.26			1071			7
2451			7			3			0.57			1071			7
3212			7			3			0.57			1071			7
4210			6			3			0.53			1071			6
5146			7			3			0.57			1071			7
7718			9			3			0.33			1071			7
9029			18			3			0.29			1071			7
9030			9			3			0.33			1071			7
9500			9			3			0.36			1071			7
11065			7			3			0.57			1071			7
51810			19			3			0.29			1071			7
75342			7			3			0.05			1071			4
105596			8			3			0.04			1071			5
29900			17			3			0.26			1071			7
30498			17			3			0.26			1071			7
31217			17			3			0.26			1071			7
2452			6			2			0			1071			3
2453			1			2			1			1071			1
69203			8			3			0.07			1071			4
77153			3			3			0.33			1071			2
77159			3			2			0			1071			2
2454			44			5			0.1			1071			9
8335			9			3			0.08			1071			5
11983			8			4			0.25			1071			4
13088			25			4			0.13			1071			6
16184			16			4			0.14			1071			6
16517			4			3			0.33			1071			3
18940			17			3			0.06			1071			9
19961			29			5			0.09			1071			9
27028			11			4			0.11			1071			4
28936			24			5			0.18			1071			9
30278			15			5			0.18			1071			9
30670			38			5			0.09			1071			9
33299			19			4			0.08			1071			5
39471			7			5			0.43			1071			5
42403			8			3			0.14			1071			3
43017			7			3			0.1			1071			5
44980			18			5			0.18			1071			5
44995			19			5			0.15			1071			5
47152			23			5			0.17			1071			9
59945			15			4			0.12			1071			6
65623			38			5			0.04			1071			8
75055			5			4			0.6			1071			5
78013			6			3			0.2			1071			4
78015			3			3			0.67			1071			3
78017			34			5			0.03			1071			6
78020			6			3			0.2			1071			4
78022			8			3			0.07			1071			5
78023			20			5			0.14			1071			8
78028			6			4			0.4			1071			5
83251			10			4			0.29			1071			6
84155			6			4			0.6			1071			5
84274			10			4			0.16			1071			5
84278			12			4			0.26			1071			9
100249			5			5			0.9			1071			5
103488			8			3			0.18			1071			8
104082			8			4			0.32			1071			4
8334			36			5			0.1			1071			8
22960			24			4			0.03			1071			9
28388			19			4			0.1			1071			8
32158			14			3			0.1			1071			9
38010			16			4			0.11			1071			8
41293			26			5			0.13			1071			9
58232			10			4			0.36			1071			8
2456			12			3			0.24			1071			6
2457			14			3			0.15			1071			6
26830			12			3			0.06			1071			6
46796			17			3			0.15			1071			6
47438			10			3			0.31			1071			6
47445			14			3			0.14			1071			6
57182			4			3			0.33			1071			4
73858			8			3			0.36			1071			6
119260			13			3			0.04			1071			6
123986			17			3			0.14			1071			6
138419			3			3			0.67			1071			3
153831			7			3			0.52			1071			6
46797			7			3			0.33			1071			5
47437			15			3			0.11			1071			6
48065			13			3			0.21			1071			6
65476			13			3			0.1			1071			6
79428			3			2			0			1071			2
79429			3			2			0			1071			2
100681			2			2			0			1071			2
108724			13			3			0.03			1071			6
145392			6			3			0.4			1071			5
147069			3			2			0			1071			2
2459			5			4			0.7			1071			4
38891			4			4			0.83			1071			4
71920			3			4			1.0			1071			3
72483			8			4			0.61			1071			6
89721			7			4			0.38			1071			6
97389			15			4			0.18			1071			8
103697			7			4			0.57			1071			6
110788			6			4			0.8			1071			6
117088			11			4			0.25			1071			9
131506			3			4			1.0			1071			3
134097			3			4			1.0			1071			3
104335			4			4			0.83			1071			3
2461			18			5			0.21			1071			14
10679			8			3			0.11			1071			6
16445			25			5			0.1			1071			9
22750			20			5			0.16			1071			13
28034			6			3			0.2			1071			6
28469			14			3			0.07			1071			9
51358			5			3			0.1			1071			4
57560			21			4			0.1			1071			8
61753			10			4			0.16			1071			5
65008			13			5			0.26			1071			8
77407			5			3			0.1			1071			3
19685			29			4			0.07			1071			15
25090			40			5			0.08			1071			16
2462			11			3			0.05			1071			5
2463			8			3			0.18			1071			5
27172			7			3			0.14			1071			4
30638			6			3			0.2			1071			3
30639			30			3			0.03			1071			5
52138			5			2			0			1071			5
52142			6			2			0			1071			5
52144			7			2			0			1071			5
56793			6			2			0			1071			5
120401			5			2			0			1071			5
120405			5			2			0			1071			5
142938			6			2			0			1071			5
60819			9			3			0.03			1071			5
60833			9			3			0.03			1071			5
120400			9			3			0.03			1071			5
124786			9			3			0.03			1071			5
161634			2			2			0			1071			2
4859			23			3			0.03			1071			13
13961			45			5			0.03			1071			18
15331			35			4			0.07			1071			17
21881			5			3			0.1			1071			5
28803			48			6			0.04			1071			18
61842			32			3			0.02			1071			16
2465			2			2			0			1071			2
2466			3			2			0			1071			2
123702			6			3			0.2			1071			4
4031			5			3			0.3			1071			4
93989			1			2			1			1071			1
2467			14			3			0.09			1071			6
2468			25			4			0.04			1071			5
10699			37			4			0.03			1071			9
17352			22			3			0.03			1071			5
42597			17			4			0.12			1071			5
43322			19			4			0.13			1071			6
49606			8			4			0.21			1071			3
56258			8			4			0.21			1071			3
75627			7			3			0.19			1071			5
104304			8			3			0.07			1071			3
17353			4			3			0.17			1071			4
19891			3			2			0			1071			3
43336			24			4			0.14			1071			6
43509			10			4			0.27			1071			6
44396			3			2			0			1071			3
56079			6			3			0.33			1071			5
63256			2			2			0			1071			2
66916			5			3			0.2			1071			4
80757			2			2			0			1071			2
82614			6			2			0			1071			2
85825			3			2			0			1071			3
87444			7			3			0.19			1071			4
102565			7			3			0.29			1071			5
113324			2			2			0			1071			2
113329			2			2			0			1071			2
117693			3			2			0			1071			3
120777			4			3			0.17			1071			3
139216			2			2			0			1071			2
145764			4			3			0.17			1071			3
146896			4			3			0.17			1071			4
174519			2			3			1.0			1071			2
175216			3			3			0.67			1071			3
175869			2			2			0			1071			2
2469			33			4			0.11			1071			9
2470			8			3			0.14			1071			7
2473			8			3			0.14			1071			7
2477			10			3			0.16			1071			8
2490			8			4			0.32			1071			8
7356			20			4			0.12			1071			9
10765			78			4			0.02			1071			9
10767			77			4			0.03			1071			9
11498			9			4			0.25			1071			9
11510			9			3			0.19			1071			8
11514			7			4			0.29			1071			7
11518			9			4			0.25			1071			9
12565			8			3			0.21			1071			8
13971			23			4			0.1			1071			9
35639			10			3			0.16			1071			8
36409			25			4			0.1			1071			9
38307			16			4			0.1			1071			9
44227			9			3			0.08			1071			5
47654			8			3			0.14			1071			7
47657			8			3			0.14			1071			7
47675			9			3			0.19			1071			8
51312			8			3			0.14			1071			7
51619			13			4			0.14			1071			8
52220			9			3			0.17			1071			8
52227			8			3			0.14			1071			7
52228			8			4			0.32			1071			8
52363			6			3			0.4			1071			6
52588			11			4			0.29			1071			8
60209			8			3			0.21			1071			7
69879			11			3			0.15			1071			8
108714			3			2			0			1071			2
24670			7			3			0.05			1071			3
2472			3			2			0			1071			3
2474			2			2			0			1071			2
2496			5			3			0.1			1071			3
12955			5			3			0.1			1071			4
111556			5			3			0.2			1071			4
146419			5			2			0			1071			3
162232			3			2			0			1071			2
84313			4			2			0			1071			3
91953			18			3			0.05			1071			7
3134			5			3			0.2			1071			4
3136			7			4			0.33			1071			6
12739			47			4			0.1			1071			10
14850			104			6			0.03			1071			10
17192			42			5			0.08			1071			10
19578			20			4			0.13			1071			9
22309			6			5			0.47			1071			6
24542			14			3			0.04			1071			5
25988			6			3			0.07			1071			5
27840			16			4			0.05			1071			9
29865			13			4			0.13			1071			9
35305			69			5			0.06			1071			10
40657			19			5			0.19			1071			10
40900			17			6			0.26			1071			10
53306			6			3			0.13			1071			5
54413			27			4			0.07			1071			11
63608			8			4			0.18			1071			6
65011			10			6			0.44			1071			9
76391			23			4			0.08			1071			6
76633			13			4			0.13			1071			8
76676			5			5			0.6			1071			5
77838			3			3			0.33			1071			2
88316			10			4			0.09			1071			7
100760			9			3			0.17			1071			5
102434			4			3			0.17			1071			3
102997			17			4			0.08			1071			4
103850			8			3			0.07			1071			6
105400			11			4			0.22			1071			7
106270			13			3			0.01			1071			9
112119			9			6			0.44			1071			6
126441			2			2			0			1071			2
132508			3			2			0			1071			2
133762			2			3			1.0			1071			2
136409			9			4			0.28			1071			7
140034			10			2			0			1071			6
59425			4			3			0.67			1071			4
158642			1			2			1			1071			1
6550			15			4			0.14			1071			9
15191			20			3			0.14			1071			8
15196			10			4			0.24			1071			8
15231			8			3			0.18			1071			7
43241			7			2			0			1071			5
23051			19			3			0.04			1071			9
29607			25			4			0.03			1071			9
45500			9			3			0.03			1071			7
66878			12			2			0			1071			12
68977			14			3			0.12			1071			8
75677			14			3			0.02			1071			7
83179			15			4			0.05			1071			9
88905			15			4			0.06			1071			9
123197			18			3			0.04			1071			9
26646			23			4			0.08			1071			12
33652			6			3			0.07			1071			4
50857			16			4			0.12			1071			4
96813			14			4			0.07			1071			7
113561			17			3			0.03			1071			13
136189			10			4			0.2			1071			5
48770			10			2			0			1071			5
58600			13			3			0.1			1071			5
2481			45			4			0.03			1071			6
2482			1			2			1			1071			1
2511			3			3			0.33			1071			2
6463			5			5			0.8			1071			4
9679			6			5			0.6			1071			4
36104			9			3			0.03			1071			3
38867			3			3			0.67			1071			2
49224			9			3			0.08			1071			3
49478			5			5			0.8			1071			4
58132			9			3			0.03			1071			4
64431			3			3			0.67			1071			2
88084			3			3			0.67			1071			2
92956			2			2			0			1071			2
96801			2			3			1.0			1071			2
107878			2			2			0			1071			2
122122			7			2			0			1071			3
130638			2			3			1.0			1071			2
130639			1			2			1			1071			1
130641			3			2			0			1071			2
130642			1			2			1			1071			1
130643			1			2			1			1071			1
132390			3			3			0.67			1071			3
132397			2			3			1.0			1071			2
144956			5			3			0.2			1071			3
146772			1			2			1			1071			1
146773			1			2			1			1071			1
146774			2			3			1.0			1071			2
146775			1			2			1			1071			1
146776			1			2			1			1071			1
146777			1			2			1			1071			1
146778			1			2			1			1071			1
146779			2			3			1.0			1071			2
146780			1			2			1			1071			1
146782			1			2			1			1071			1
166069			2			3			1.0			1071			2
174207			2			3			1.0			1071			2
182140			1			2			1			1071			1
2484			24			4			0.05			1071			6
16181			43			4			0.06			1071			6
23229			2			2			0			1071			2
23249			3			2			0			1071			2
23250			9			3			0.14			1071			5
23274			2			2			0			1071			2
23278			2			2			0			1071			2
23294			10			3			0.04			1071			6
46706			12			4			0.14			1071			6
55667			7			3			0.1			1071			6
70581			29			3			0.02			1071			6
78423			10			3			0.09			1071			6
151416			1			2			1			1071			1
27142			20			3			0.04			1071			6
87904			7			2			0			1071			5
182292			1			2			1			1071			1
2487			1			2			1			1071			1
74477			2			2			0			1071			2
88849			8			3			0.07			1071			3
123126			3			3			0.67			1071			3
180849			1			2			1			1071			1
2488			14			3			0.03			1071			4
2489			3			2			0			1071			2
8240			3			2			0			1071			2
26601			5			3			0.3			1071			3
40970			26			4			0.09			1071			6
56547			3			2			0			1071			2
56549			3			2			0			1071			2
65133			5			3			0.4			1071			4
65136			5			3			0.4			1071			4
75437			3			2			0			1071			3
77248			4			2			0			1071			4
87852			4			2			0			1071			4
110055			3			3			0.67			1071			3
169244			5			3			0.4			1071			4
173976			2			2			0			1071			2
41898			1			2			1			1071			1
56546			15			3			0.05			1071			4
2492			5			2			0			1071			1
2493			1			2			1			1071			1
54442			4			2			0			1071			1
59289			1			2			1			1071			1
97842			2			2			0			1071			1
176450			1			2			1			1071			1
3280			39			4			0.05			1071			12
8450			10			4			0.2			1071			5
8473			14			3			0.05			1071			5
9400			6			3			0.07			1071			5
15172			21			5			0.11			1071			15
15263			26			4			0.06			1071			17
18269			18			3			0.05			1071			13
31337			28			3			0.01			1071			14
32542			29			4			0.04			1071			12
36209			37			4			0.03			1071			18
50268			17			3			0.04			1071			14
53481			12			3			0.05			1071			9
57407			19			4			0.2			1071			8
60386			23			4			0.11			1071			14
66098			17			4			0.08			1071			8
67528			15			4			0.12			1071			12
68285			30			3			0.04			1071			8
69876			6			3			0.13			1071			5
115537			7			3			0.05			1071			5
139660			5			3			0.3			1071			5
145315			2			2			0			1071			2
153871			10			2			0			1071			10
173248			2			3			1.0			1071			2
5003			6			3			0.13			1071			5
11617			3			3			0.33			1071			2
18009			5			3			0.1			1071			3
35204			17			4			0.06			1071			8
51707			9			3			0.28			1071			5
60784			18			4			0.05			1071			8
83297			22			3			0.02			1071			10
93499			3			3			0.67			1071			2
93500			3			3			0.67			1071			2
103953			7			3			0.1			1071			3
114988			2			2			0			1071			1
82170			7			2			0			1071			1
91954			7			3			0.29			1071			4
85783			6			2			0			1071			4
85847			5			2			0			1071			4
157451			6			2			0			1071			3
2498			15			3			0.1			1071			6
2500			11			3			0.07			1071			6
31768			14			3			0.1			1071			8
31799			28			4			0.06			1071			8
47594			7			3			0.14			1071			4
52551			5			2			0			1071			4
63492			7			3			0.19			1071			5
72251			4			3			0.5			1071			4
125451			15			4			0.1			1071			8
137954			4			2			0			1071			3
6752			23			4			0.11			1071			8
25632			7			3			0.14			1071			5
31295			20			4			0.13			1071			8
32742			41			5			0.04			1071			8
82165			3			3			0.33			1071			3
116681			7			3			0.1			1071			4
129226			2			3			1.0			1071			2
140052			8			3			0.07			1071			5
157963			5			3			0.4			1071			3
161178			2			2			0			1071			2
13177			6			3			0.13			1071			4
26403			14			3			0.1			1071			8
161453			6			2			0			1071			4
165387			4			2			0			1071			3
167786			1			2			1			1071			1
2902			7			3			0.1			1071			4
25652			8			3			0.32			1071			5
26931			3			2			0			1071			3
94133			5			3			0.2			1071			4
22012			33			4			0.03			1071			10
26442			17			4			0.08			1071			6
9290			42			5			0.11			1071			10
26959			2			2			0			1071			2
36377			24			4			0.14			1071			10
54815			39			4			0.06			1071			10
59835			17			3			0.32			1071			10
63636			10			3			0.04			1071			7
75127			10			3			0.04			1071			5
92408			13			4			0.44			1071			10
150913			4			3			0.17			1071			3
165272			2			2			0			1071			2
165273			2			2			0			1071			2
181233			2			2			0			1071			2
181234			2			2			0			1071			2
181235			2			2			0			1071			2
2963			8			3			0.14			1071			6
8902			49			5			0.07			1071			12
28898			13			3			0.03			1071			6
30664			10			3			0.07			1071			8
49016			8			3			0.11			1071			5
58178			5			3			0.1			1071			5
81118			4			2			0			1071			3
95193			2			2			0			1071			2
2506			5			3			0.1			1071			2
4976			9			3			0.03			1071			2
17679			16			4			0.12			1071			7
17680			6			3			0.53			1071			6
19185			4			3			0.33			1071			4
19188			3			3			0.33			1071			2
19193			2			2			0			1071			2
19194			2			2			0			1071			2
19195			2			2			0			1071			2
19204			2			2			0			1071			2
19206			3			2			0			1071			2
19207			2			2			0			1071			2
19976			11			3			0.13			1071			5
25040			4			3			0.5			1071			3
34016			4			3			0.5			1071			4
38664			7			4			0.38			1071			7
67664			4			3			0.33			1071			4
69588			7			3			0.48			1071			6
69816			11			3			0.05			1071			4
70044			4			3			0.33			1071			4
80739			8			3			0.21			1071			6
80740			5			3			0.4			1071			5
90551			3			3			0.67			1071			3
103857			4			3			0.5			1071			4
124582			4			2			0			1071			2
141371			1			2			1			1071			1
142360			3			3			0.67			1071			3
158681			4			3			0.33			1071			3
14759			1			2			1			1071			1
14760			1			2			1			1071			1
14761			1			2			1			1071			1
2507			11			3			0.05			1071			5
32926			6			3			0.07			1071			5
53985			5			3			0.2			1071			4
78057			4			3			0.17			1071			4
84363			6			2			0			1071			2
133517			6			3			0.07			1071			3
163176			2			2			0			1071			2
6889			11			2			0			1071			9
9900			41			4			0.04			1071			11
16972			9			6			0.39			1071			8
21658			33			4			0.06			1071			10
26821			9			3			0.06			1071			8
28577			14			4			0.18			1071			9
35235			11			2			0			1071			9
41583			10			4			0.13			1071			9
43528			10			3			0.04			1071			3
43534			7			3			0.1			1071			4
45061			16			4			0.07			1071			13
47502			10			3			0.29			1071			7
57669			2			2			0			1071			2
66694			5			3			0.1			1071			3
78349			4			3			0.17			1071			4
78421			3			2			0			1071			2
92984			6			4			0.4			1071			6
113320			4			3			0.33			1071			3
2510			7			4			0.24			1071			3
11550			6			3			0.13			1071			3
16709			3			4			1.0			1071			3
16719			8			4			0.21			1071			4
21201			11			4			0.31			1071			6
23900			17			4			0.1			1071			12
26517			11			5			0.29			1071			4
26539			5			4			0.4			1071			3
31765			12			5			0.12			1071			7
33827			15			5			0.16			1071			6
34909			15			5			0.24			1071			6
36572			36			4			0.04			1071			6
37051			9			5			0.19			1071			5
37137			15			5			0.27			1071			6
58152			12			5			0.23			1071			5
59067			4			5			1.0			1071			4
62819			19			4			0.11			1071			8
63504			10			5			0.4			1071			6
71284			10			5			0.38			1071			5
86728			5			5			0.6			1071			4
86988			4			4			0.67			1071			4
94963			10			5			0.42			1071			6
105137			23			4			0.03			1071			8
108816			7			3			0.19			1071			6
111229			5			5			0.7			1071			5
133874			7			3			0.1			1071			4
146059			23			3			0.03			1071			10
150240			3			4			1.0			1071			3
51813			2			3			1.0			1071			2
58247			4			2			0			1071			3
60841			3			3			0.33			1071			2
126136			5			3			0.1			1071			2
113586			4			3			0.17			1071			2
113588			2			3			1.0			1071			2
2512			31			3			0.05			1071			6
2513			5			3			0.4			1071			4
5943			8			3			0.21			1071			4
16885			27			3			0.06			1071			6
18173			32			4			0.09			1071			7
20952			33			4			0.02			1071			7
22059			8			3			0.11			1071			4
32066			5			3			0.5			1071			5
32634			10			3			0.16			1071			6
36219			7			3			0.29			1071			4
38245			12			4			0.17			1071			6
38247			8			3			0.18			1071			6
58270			7			3			0.33			1071			5
63187			7			4			0.33			1071			5
70313			6			3			0.4			1071			6
112333			2			2			0			1071			2
118747			7			3			0.19			1071			4
119206			8			3			0.14			1071			6
120975			3			2			0			1071			3
131041			7			4			0.33			1071			5
132182			4			2			0			1071			3
141402			9			4			0.17			1071			6
148159			4			2			0			1071			3
150161			2			2			0			1071			2
150224			2			2			0			1071			2
150230			2			2			0			1071			2
154734			2			2			0			1071			2
162270			2			2			0			1071			2
5942			26			3			0.06			1071			6
63192			6			3			0.27			1071			3
2515			3			4			1.0			1071			3
7174			14			5			0.09			1071			5
10398			17			5			0.17			1071			6
13827			15			5			0.21			1071			8
13992			33			5			0.12			1071			8
15634			25			5			0.09			1071			12
17896			19			5			0.06			1071			9
44815			5			4			0.5			1071			5
55234			10			4			0.22			1071			4
55235			8			6			0.43			1071			5
63485			21			5			0.13			1071			10
67139			5			4			0.5			1071			5
77082			14			5			0.31			1071			10
83023			13			5			0.32			1071			9
89416			19			4			0.09			1071			6
92334			2			3			1.0			1071			2
92343			2			3			1.0			1071			2
93002			9			4			0.17			1071			7
120772			5			4			0.5			1071			5
5578			6			3			0.27			1071			4
8625			21			4			0.08			1071			7
9058			3			3			0.67			1071			3
13562			27			5			0.09			1071			9
15335			10			5			0.22			1071			7
15684			3			3			0.67			1071			3
48192			11			3			0.09			1071			3
50409			6			5			0.53			1071			6
56071			9			3			0.03			1071			6
60215			3			3			0.67			1071			3
66563			5			4			0.5			1071			5
67049			4			3			0.33			1071			3
83336			36			5			0.07			1071			11
85337			3			3			0.67			1071			3
96139			4			3			0.5			1071			3
107812			3			3			0.67			1071			3
119875			2			2			0			1071			2
133840			9			3			0.08			1071			6
141874			1			2			1			1071			1
155933			3			2			0			1071			3
156146			3			3			0.67			1071			3
2517			11			4			0.18			1071			4
2518			5			3			0.4			1071			3
13695			20			6			0.26			1071			7
13696			11			4			0.16			1071			4
22348			4			3			0.33			1071			3
41678			3			3			0.33			1071			3
41679			4			3			0.33			1071			3
55729			5			3			0.3			1071			3
73426			14			6			0.37			1071			6
122818			3			3			0.33			1071			2
171254			3			2			0			1071			3
7438			12			5			0.23			1071			6
77466			1			2			1			1071			1
93663			4			3			0.33			1071			3
2520			5			2			0			1071			2
2521			1			2			1			1071			1
10304			3			2			0			1071			2
58834			6			3			0.13			1071			4
82491			4			2			0			1071			2
159352			3			3			0.33			1071			2
2522			7			2			0			1071			1
2523			1			2			1			1071			1
18943			1			2			1			1071			1
46642			1			2			1			1071			1
52504			1			2			1			1071			1
52505			1			2			1			1071			1
52507			1			2			1			1071			1
57190			12			3			0.05			1071			3
45986			4			2			0			1071			4
61674			5			3			0.2			1071			4
65732			3			3			0.33			1071			3
69473			4			2			0			1071			4
73083			5			2			0			1071			4
73084			4			2			0			1071			4
73085			4			2			0			1071			4
8708			16			5			0.17			1071			7
9127			16			3			0.01			1071			7
14611			10			4			0.09			1071			8
15110			18			4			0.06			1071			8
28052			16			4			0.11			1071			8
28342			24			3			0.04			1071			10
41338			25			4			0.05			1071			8
56745			13			5			0.19			1071			6
63356			13			4			0.05			1071			7
65566			9			3			0.03			1071			5
101162			5			2			0			1071			5
104752			7			3			0.05			1071			4
155843			4			3			0.17			1071			4
16291			35			5			0.07			1071			10
2527			9			3			0.03			1071			5
2528			2			2			0			1071			2
2530			1			2			1			1071			1
2531			2			2			0			1071			2
2532			2			2			0			1071			2
6836			42			5			0.06			1071			7
71289			20			3			0.06			1071			7
78507			14			3			0.24			1071			7
148367			22			3			0.06			1071			7
78508			9			3			0.06			1071			6
2908			10			4			0.16			1071			6
2909			19			4			0.11			1071			8
6279			8			4			0.14			1071			7
21165			22			4			0.12			1071			8
27750			7			3			0.14			1071			4
28534			5			3			0.4			1071			4
28682			5			4			0.4			1071			4
28683			8			4			0.25			1071			5
29154			9			4			0.22			1071			5
29155			10			4			0.29			1071			5
43097			28			5			0.1			1071			11
47053			8			4			0.21			1071			8
52119			12			4			0.17			1071			6
95288			9			4			0.22			1071			5
118670			5			4			0.4			1071			4
137917			4			4			0.67			1071			4
179991			2			2			0			1071			2
2534			10			3			0.13			1071			4
78124			9			3			0.08			1071			4
85088			27			4			0.07			1071			12
137308			5			3			0.2			1071			3
139813			4			3			0.67			1071			4
18791			5			3			0.2			1071			4
23723			5			3			0.3			1071			4
42082			3			3			0.33			1071			2
78123			3			3			0.67			1071			3
102287			5			3			0.1			1071			4
2535			9			4			0.36			1071			6
2536			2			2			0			1071			2
13915			74			6			0.07			1071			11
34298			26			4			0.06			1071			6
39736			26			4			0.06			1071			6
